Canada, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 06/12/2021
Year    ARDY   Cohort        ASFR
1977     17     1960      0.02318
1977     18     1959      0.03733
1977     19     1958      0.05249
1977     20     1957      0.06794
1977     21     1956      0.08323
1977     22     1955      0.09937
1977     23     1954      0.11281
1977     24     1953      0.12459
1977     25     1952      0.13274
1977     26     1951      0.13537
1977     27     1950      0.13321
1977     28     1949      0.12597
1977     29     1948      0.11525
1977     30     1947      0.10190
1977     31     1946      0.08547
1977     32     1945      0.06869
1977     33     1944      0.05550
1977     34     1943      0.04411
1977     35     1942      0.03447
1977     36     1941      0.02752
1977     37     1940      0.02187
1977     38     1939      0.01637
1977     39     1938      0.01224
1977     40     1937      0.00856
1977     41     1936      0.00562
1977     42     1935      0.00401
1977     43     1934      0.00264
1977     44     1933      0.00151
1977     45     1932      0.00089
1977     46     1931      0.00054
1977     47     1930      0.00029
1977     48     1929      0.00014
1977     49     1928      0.00004
1977     50     1927      0.00001
1977     51     1926      0.00001
1977     52     1925      0.00000
1977     53     1924      0.00000
1977     54     1923      0.00000
1977     55+    1922-     0.00000
1978     12-    1966+     0.00000
1978     13     1965      0.00002
1978     14     1964      0.00053
1978     15     1963      0.00312
1978     16     1962      0.00950
1978     17     1961      0.02110
1978     18     1960      0.03455
1978     19     1959      0.04884
1978     20     1958      0.06387
1978     21     1957      0.07905
1978     22     1956      0.09335
1978     23     1955      0.10803
1978     24     1954      0.12094
1978     25     1953      0.12931
1978     26     1952      0.13222
1978     27     1951      0.12980
1978     28     1950      0.12435
1978     29     1949      0.11414
1978     30     1948      0.10073
1978     31     1947      0.08521
1978     32     1946      0.06956
1978     33     1945      0.05521
1978     34     1944      0.04381
1978     35     1943      0.03441
1978     36     1942      0.02623
1978     37     1941      0.01969
1978     38     1940      0.01501
1978     39     1939      0.01084
1978     40     1938      0.00774
1978     41     1937      0.00561
1978     42     1936      0.00384
1978     43     1935      0.00251
1978     44     1934      0.00144
1978     45     1933      0.00085
1978     46     1932      0.00047
1978     47     1931      0.00023
1978     48     1930      0.00013
1978     49     1929      0.00006
1978     50     1928      0.00001
1978     51     1927      0.00000
1978     52     1926      0.00000
1978     53     1925      0.00000
1978     54     1924      0.00000
1978     55+    1923-     0.00000
1979     12-    1967+     0.00000
1979     13     1966      0.00002
1979     14     1965      0.00053
1979     15     1964      0.00287
1979     16     1963      0.00869
1979     17     1962      0.01932
1979     18     1961      0.03184
1979     19     1960      0.04591
1979     20     1959      0.06076
1979     21     1958      0.07665
1979     22     1957      0.09211
1979     23     1956      0.10675
1979     24     1955      0.11989
1979     25     1954      0.12971
1979     26     1953      0.13381
1979     27     1952      0.13191
1979     28     1951      0.12532
1979     29     1950      0.11576
1979     30     1949      0.10322
1979     31     1948      0.08648
1979     32     1947      0.07147
1979     33     1946      0.05748
1979     34     1945      0.04515
1979     35     1944      0.03568
1979     36     1943      0.02735
1979     37     1942      0.01997
1979     38     1941      0.01409
1979     39     1940      0.01080
1979     40     1939      0.00781
1979     41     1938      0.00520
1979     42     1937      0.00359
1979     43     1936      0.00214
1979     44     1935      0.00140
1979     45     1934      0.00084
1979     46     1933      0.00033
1979     47     1932      0.00018
1979     48     1931      0.00010
1979     49     1930      0.00003
1979     50     1929      0.00001
1979     51     1928      0.00000
1979     52     1927      0.00000
1979     53     1926      0.00000
1979     54     1925      0.00000
1979     55+    1924-     0.00000
1980     12-    1968+     0.00000
1980     13     1967      0.00002
1980     14     1966      0.00049
1980     15     1965      0.00294
1980     16     1964      0.00872
1980     17     1963      0.01915
1980     18     1962      0.03121
1980     19     1961      0.04434
1980     20     1960      0.05900
1980     21     1959      0.07432
1980     22     1958      0.09062
1980     23     1957      0.10557
1980     24     1956      0.11782
1980     25     1955      0.12710
1980     26     1954      0.13221
1980     27     1953      0.13196
1980     28     1952      0.12544
1980     29     1951      0.11517
1980     30     1950      0.10276
1980     31     1949      0.08704
1980     32     1948      0.07134
1980     33     1947      0.05810
1980     34     1946      0.04644
1980     35     1945      0.03584
1980     36     1944      0.02733
1980     37     1943      0.02005
1980     38     1942      0.01431
1980     39     1941      0.01036
1980     40     1940      0.00753
1980     41     1939      0.00491
1980     42     1938      0.00302
1980     43     1937      0.00198
1980     44     1936      0.00124
1980     45     1935      0.00071
1980     46     1934      0.00032
1980     47     1933      0.00013
1980     48     1932      0.00008
1980     49     1931      0.00005
1980     50     1930      0.00001
1980     51     1929      0.00000
1980     52     1928      0.00000
1980     53     1927      0.00000
1980     54     1926      0.00000
1980     55+    1925-     0.00000
1981     12-    1969+     0.00000
1981     13     1968      0.00002
1981     14     1967      0.00052
1981     15     1966      0.00283
1981     16     1965      0.00817
1981     17     1964      0.01799
1981     18     1963      0.02994
1981     19     1962      0.04221
1981     20     1961      0.05542
1981     21     1960      0.07080
1981     22     1959      0.08661
1981     23     1958      0.10140
1981     24     1957      0.11445
1981     25     1956      0.12452
1981     26     1955      0.13054
1981     27     1954      0.12967
1981     28     1953      0.12349
1981     29     1952      0.11522
1981     30     1951      0.10171
1981     31     1950      0.08693
1981     32     1949      0.07352
1981     33     1948      0.05943
1981     34     1947      0.04717
1981     35     1946      0.03638
1981     36     1945      0.02723
1981     37     1944      0.02025
1981     38     1943      0.01449
1981     39     1942      0.01032
1981     40     1941      0.00746
1981     41     1940      0.00519
1981     42     1939      0.00334
1981     43     1938      0.00196
1981     44     1937      0.00109
1981     45     1936      0.00062
1981     46     1935      0.00037
1981     47     1934      0.00018
1981     48     1933      0.00009
1981     49     1932      0.00003
1981     50     1931      0.00001
1981     51     1930      0.00001
1981     52     1929      0.00001
1981     53     1928      0.00000
1981     54     1927      0.00000
1981     55+    1926-     0.00000
1982     12-    1970+     0.00000
1982     13     1969      0.00002
1982     14     1968      0.00056
1982     15     1967      0.00304
1982     16     1966      0.00836
1982     17     1965      0.01828
1982     18     1964      0.02977
1982     19     1963      0.04119
1982     20     1962      0.05484
1982     21     1961      0.06960
1982     22     1960      0.08560
1982     23     1959      0.10060
1982     24     1958      0.11187
1982     25     1957      0.12165
1982     26     1956      0.12755
1982     27     1955      0.12709
1982     28     1954      0.12138
1982     29     1953      0.11375
1982     30     1952      0.10194
1982     31     1951      0.08788
1982     32     1950      0.07352
1982     33     1949      0.05896
1982     34     1948      0.04709
1982     35     1947      0.03694
1982     36     1946      0.02847
1982     37     1945      0.02080
1982     38     1944      0.01480
1982     39     1943      0.01072
1982     40     1942      0.00742
1982     41     1941      0.00493
1982     42     1940      0.00322
1982     43     1939      0.00204
1982     44     1938      0.00121
1982     45     1937      0.00060
1982     46     1936      0.00030
1982     47     1935      0.00016
1982     48     1934      0.00007
1982     49     1933      0.00002
1982     50     1932      0.00001
1982     51     1931      0.00001
1982     52     1930      0.00000
1982     53     1929      0.00000
1982     54     1928      0.00000
1982     55+    1927-     0.00000
1983     12-    1971+     0.00000
1983     13     1970      0.00002
1983     14     1969      0.00043
1983     15     1968      0.00278
1983     16     1967      0.00837
1983     17     1966      0.01695
1983     18     1965      0.02689
1983     19     1964      0.03851
1983     20     1963      0.05219
1983     21     1962      0.06669
1983     22     1961      0.08157
1983     23     1960      0.09711
1983     24     1959      0.11075
1983     25     1958      0.12108
1983     26     1957      0.12655
1983     27     1956      0.12547
1983     28     1955      0.12113
1983     29     1954      0.11441
1983     30     1953      0.10300
1983     31     1952      0.08921
1983     32     1951      0.07422
1983     33     1950      0.06065
1983     34     1949      0.04910
1983     35     1948      0.03844
1983     36     1947      0.02906
1983     37     1946      0.02130
1983     38     1945      0.01474
1983     39     1944      0.01057
1983     40     1943      0.00731
1983     41     1942      0.00477
1983     42     1941      0.00300
1983     43     1940      0.00198
1983     44     1939      0.00111
1983     45     1938      0.00046
1983     46     1937      0.00028
1983     47     1936      0.00021
1983     48     1935      0.00010
1983     49     1934      0.00004
1983     50     1933      0.00001
1983     51     1932      0.00000
1983     52     1931      0.00000
1983     53     1930      0.00000
1983     54     1929      0.00000
1983     55+    1928-     0.00000
1984     12-    1972+     0.00000
1984     13     1971      0.00002
1984     14     1970      0.00049
1984     15     1969      0.00276
1984     16     1968      0.00802
1984     17     1967      0.01719
1984     18     1966      0.02696
1984     19     1965      0.03742
1984     20     1964      0.04950
1984     21     1963      0.06302
1984     22     1962      0.07781
1984     23     1961      0.09305
1984     24     1960      0.10819
1984     25     1959      0.12028
1984     26     1958      0.12642
1984     27     1957      0.12727
1984     28     1956      0.12385
1984     29     1955      0.11581
1984     30     1954      0.10408
1984     31     1953      0.09042
1984     32     1952      0.07660
1984     33     1951      0.06408
1984     34     1950      0.05169
1984     35     1949      0.04055
1984     36     1948      0.03098
1984     37     1947      0.02236
1984     38     1946      0.01599
1984     39     1945      0.01099
1984     40     1944      0.00736
1984     41     1943      0.00481
1984     42     1942      0.00307
1984     43     1941      0.00176
1984     44     1940      0.00091
1984     45     1939      0.00051
1984     46     1938      0.00029
1984     47     1937      0.00012
1984     48     1936      0.00003
1984     49     1935      0.00001
1984     50     1934      0.00001
1984     51     1933      0.00000
1984     52     1932      0.00000
1984     53     1931      0.00000
1984     54     1930      0.00000
1984     55+    1929-     0.00000
1985     12-    1973+     0.00000
1985     13     1972      0.00002
1985     14     1971      0.00045
1985     15     1970      0.00251
1985     16     1969      0.00754
1985     17     1968      0.01696
1985     18     1967      0.02745
1985     19     1966      0.03720
1985     20     1965      0.04770
1985     21     1964      0.05990
1985     22     1963      0.07404
1985     23     1962      0.08910
1985     24     1961      0.10386
1985     25     1960      0.11670
1985     26     1959      0.12538
1985     27     1958      0.12716
1985     28     1957      0.12382
1985     29     1956      0.11584
1985     30     1955      0.10467
1985     31     1954      0.09200
1985     32     1953      0.07790
1985     33     1952      0.06439
1985     34     1951      0.05212
1985     35     1950      0.04146
1985     36     1949      0.03160
1985     37     1948      0.02302
1985     38     1947      0.01651
1985     39     1946      0.01171
1985     40     1945      0.00781
1985     41     1944      0.00494
1985     42     1943      0.00302
1985     43     1942      0.00189
1985     44     1941      0.00096
1985     45     1940      0.00051
1985     46     1939      0.00021
1985     47     1938      0.00008
1985     48     1937      0.00007
1985     49     1936      0.00002
1985     50     1935      0.00001
1985     51     1934      0.00000
1985     52     1933      0.00000
1985     53     1932      0.00000
1985     54     1931      0.00000
1985     55+    1930-     0.00000
1986     12-    1974+     0.00000
1986     13     1973      0.00002
1986     14     1972      0.00043
1986     15     1971      0.00247
1986     16     1970      0.00744
1986     17     1969      0.01672
1986     18     1968      0.02721
1986     19     1967      0.03779
1986     20     1966      0.04852
1986     21     1965      0.05883
1986     22     1964      0.07084
1986     23     1963      0.08512
1986     24     1962      0.09910
1986     25     1961      0.11223
1986     26     1960      0.12142
1986     27     1959      0.12455
1986     28     1958      0.12269
1986     29     1957      0.11619
1986     30     1956      0.10499
1986     31     1955      0.09103
1986     32     1954      0.07835
1986     33     1953      0.06517
1986     34     1952      0.05297
1986     35     1951      0.04277
1986     36     1950      0.03309
1986     37     1949      0.02414
1986     38     1948      0.01720
1986     39     1947      0.01223
1986     40     1946      0.00801
1986     41     1945      0.00510
1986     42     1944      0.00323
1986     43     1943      0.00200
1986     44     1942      0.00109
1986     45     1941      0.00057
1986     46     1940      0.00027
1986     47     1939      0.00008
1986     48     1938      0.00001
1986     49     1937      0.00001
1986     50     1936      0.00000
1986     51     1935      0.00000
1986     52     1934      0.00000
1986     53     1933      0.00000
1986     54     1932      0.00000
1986     55+    1931-     0.00000
1987     12-    1975+     0.00000
1987     13     1974      0.00002
1987     14     1973      0.00050
1987     15     1972      0.00273
1987     16     1971      0.00738
1987     17     1970      0.01588
1987     18     1969      0.02671
1987     19     1968      0.03778
1987     20     1967      0.04866
1987     21     1966      0.05808
1987     22     1965      0.06816
1987     23     1964      0.08015
1987     24     1963      0.09425
1987     25     1962      0.10707
1987     26     1961      0.11623
1987     27     1960      0.12314
1987     28     1959      0.12295
1987     29     1958      0.11506
1987     30     1957      0.10541
1987     31     1956      0.09306
1987     32     1955      0.07856
1987     33     1954      0.06549
1987     34     1953      0.05377
1987     35     1952      0.04327
1987     36     1951      0.03370
1987     37     1950      0.02530
1987     38     1949      0.01824
1987     39     1948      0.01282
1987     40     1947      0.00865
1987     41     1946      0.00559
1987     42     1945      0.00323
1987     43     1944      0.00183
1987     44     1943      0.00095
1987     45     1942      0.00051
1987     46     1941      0.00024
1987     47     1940      0.00012
1987     48     1939      0.00008
1987     49     1938      0.00002
1987     50     1937      0.00001
1987     51     1936      0.00001
1987     52     1935      0.00000
1987     53     1934      0.00000
1987     54     1933      0.00000
1987     55+    1932-     0.00000
1988     12-    1976+     0.00000
1988     13     1975      0.00002
1988     14     1974      0.00047
1988     15     1973      0.00260
1988     16     1972      0.00744
1988     17     1971      0.01639
1988     18     1970      0.02680
1988     19     1969      0.03774
1988     20     1968      0.04864
1988     21     1967      0.05914
1988     22     1966      0.06920
1988     23     1965      0.08043
1988     24     1964      0.09324
1988     25     1963      0.10621
1988     26     1962      0.11695
1988     27     1961      0.12255
1988     28     1960      0.12235
1988     29     1959      0.11772
1988     30     1958      0.10863
1988     31     1957      0.09521
1988     32     1956      0.08101
1988     33     1955      0.06741
1988     34     1954      0.05552
1988     35     1953      0.04528
1988     36     1952      0.03606
1988     37     1951      0.02688
1988     38     1950      0.01910
1988     39     1949      0.01345
1988     40     1948      0.00922
1988     41     1947      0.00596
1988     42     1946      0.00349
1988     43     1945      0.00198
1988     44     1944      0.00117
1988     45     1943      0.00061
1988     46     1942      0.00026
1988     47     1941      0.00012
1988     48     1940      0.00007
1988     49     1939      0.00002
1988     50     1938      0.00001
1988     51     1937      0.00000
1988     52     1936      0.00000
1988     53     1935      0.00000
1988     54     1934      0.00000
1988     55+    1933-     0.00000
1989     12-    1977+     0.00000
1989     13     1976      0.00002
1989     14     1975      0.00043
1989     15     1974      0.00264
1989     16     1973      0.00789
1989     17     1972      0.01725
1989     18     1971      0.02879
1989     19     1970      0.04014
1989     20     1969      0.05198
1989     21     1968      0.06216
1989     22     1967      0.07193
1989     23     1966      0.08307
1989     24     1965      0.09472
1989     25     1964      0.10797
1989     26     1963      0.11847
1989     27     1962      0.12401
1989     28     1961      0.12541
1989     29     1960      0.12135
1989     30     1959      0.11248
1989     31     1958      0.10014
1989     32     1957      0.08601
1989     33     1956      0.07183
1989     34     1955      0.05865
1989     35     1954      0.04688
1989     36     1953      0.03694
1989     37     1952      0.02815
1989     38     1951      0.02055
1989     39     1950      0.01476
1989     40     1949      0.00990
1989     41     1948      0.00611
1989     42     1947      0.00376
1989     43     1946      0.00223
1989     44     1945      0.00118
1989     45     1944      0.00056
1989     46     1943      0.00024
1989     47     1942      0.00010
1989     48     1941      0.00006
1989     49     1940      0.00001
1989     50     1939      0.00000
1989     51     1938      0.00000
1989     52     1937      0.00000
1989     53     1936      0.00000
1989     54     1935      0.00000
1989     55+    1934-     0.00000
1990     12-    1978+     0.00000
1990     13     1977      0.00002
1990     14     1976      0.00048
1990     15     1975      0.00278
1990     16     1974      0.00843
1990     17     1973      0.01864
1990     18     1972      0.02993
1990     19     1971      0.04127
1990     20     1970      0.05245
1990     21     1969      0.06290
1990     22     1968      0.07300
1990     23     1967      0.08505
1990     24     1966      0.09710
1990     25     1965      0.10953
1990     26     1964      0.12129
1990     27     1963      0.12743
1990     28     1962      0.12819
1990     29     1961      0.12487
1990     30     1960      0.11811
1990     31     1959      0.10575
1990     32     1958      0.08995
1990     33     1957      0.07467
1990     34     1956      0.06138
1990     35     1955      0.05002
1990     36     1954      0.03938
1990     37     1953      0.02987
1990     38     1952      0.02207
1990     39     1951      0.01565
1990     40     1950      0.01038
1990     41     1949      0.00653
1990     42     1948      0.00409
1990     43     1947      0.00228
1990     44     1946      0.00113
1990     45     1945      0.00053
1990     46     1944      0.00024
1990     47     1943      0.00009
1990     48     1942      0.00006
1990     49     1941      0.00002
1990     50     1940      0.00000
1990     51     1939      0.00000
1990     52     1938      0.00000
1990     53     1937      0.00000
1990     54     1936      0.00000
1990     55+    1935-     0.00000
1991     12-    1979+     0.00000
1991     13     1978      0.00002
1991     14     1977      0.00053
1991     15     1976      0.00306
1991     16     1975      0.00874
1991     17     1974      0.01918
1991     18     1973      0.03158
1991     19     1972      0.04270
1991     20     1971      0.05340
1991     21     1970      0.06295
1991     22     1969      0.07206
1991     23     1968      0.08299
1991     24     1967      0.09575
1991     25     1966      0.10858
1991     26     1965      0.11865
1991     27     1964      0.12500
1991     28     1963      0.12695
1991     29     1962      0.12271
1991     30     1961      0.11587
1991     31     1960      0.10577
1991     32     1959      0.09131
1991     33     1958      0.07639
1991     34     1957      0.06284
1991     35     1956      0.05136
1991     36     1955      0.04093
1991     37     1954      0.03041
1991     38     1953      0.02205
1991     39     1952      0.01605
1991     40     1951      0.01084
1991     41     1950      0.00690
1991     42     1949      0.00400
1991     43     1948      0.00227
1991     44     1947      0.00120
1991     45     1946      0.00059
1991     46     1945      0.00033
1991     47     1944      0.00014
1991     48     1943      0.00006
1991     49     1942      0.00001
1991     50     1941      0.00000
1991     51     1940      0.00000
1991     52     1939      0.00000
1991     53     1938      0.00000
1991     54     1937      0.00000
1991     55+    1936-     0.00000
1992     12-    1980+     0.00000
1992     13     1979      0.00002
1992     14     1978      0.00051
1992     15     1977      0.00302
1992     16     1976      0.00889
1992     17     1975      0.01921
1992     18     1974      0.03095
1992     19     1973      0.04217
1992     20     1972      0.05196
1992     21     1971      0.06057
1992     22     1970      0.06989
1992     23     1969      0.08084
1992     24     1968      0.09295
1992     25     1967      0.10546
1992     26     1966      0.11583
1992     27     1965      0.12318
1992     28     1964      0.12734
1992     29     1963      0.12457
1992     30     1962      0.11752
1992     31     1961      0.10665
1992     32     1960      0.09281
1992     33     1959      0.07889
1992     34     1958      0.06526
1992     35     1957      0.05270
1992     36     1956      0.04120
1992     37     1955      0.03130
1992     38     1954      0.02288
1992     39     1953      0.01663
1992     40     1952      0.01150
1992     41     1951      0.00722
1992     42     1950      0.00449
1992     43     1949      0.00263
1992     44     1948      0.00126
1992     45     1947      0.00054
1992     46     1946      0.00019
1992     47     1945      0.00007
1992     48     1944      0.00005
1992     49     1943      0.00002
1992     50     1942      0.00001
1992     51     1941      0.00001
1992     52     1940      0.00001
1992     53     1939      0.00000
1992     54     1938      0.00000
1992     55+    1937-     0.00000
1993     12-    1981+     0.00000
1993     13     1980      0.00002
1993     14     1979      0.00049
1993     15     1978      0.00283
1993     16     1977      0.00858
1993     17     1976      0.01880
1993     18     1975      0.02980
1993     19     1974      0.04104
1993     20     1973      0.05202
1993     21     1972      0.06070
1993     22     1971      0.06857
1993     23     1970      0.07822
1993     24     1969      0.08908
1993     25     1968      0.09992
1993     26     1967      0.11035
1993     27     1966      0.11849
1993     28     1965      0.12293
1993     29     1964      0.12225
1993     30     1963      0.11609
1993     31     1962      0.10598
1993     32     1961      0.09333
1993     33     1960      0.07929
1993     34     1959      0.06565
1993     35     1958      0.05389
1993     36     1957      0.04268
1993     37     1956      0.03194
1993     38     1955      0.02376
1993     39     1954      0.01694
1993     40     1953      0.01136
1993     41     1952      0.00748
1993     42     1951      0.00473
1993     43     1950      0.00266
1993     44     1949      0.00144
1993     45     1948      0.00065
1993     46     1947      0.00026
1993     47     1946      0.00014
1993     48     1945      0.00006
1993     49     1944      0.00003
1993     50     1943      0.00002
1993     51     1942      0.00001
1993     52     1941      0.00001
1993     53     1940      0.00001
1993     54     1939      0.00000
1993     55+    1938-     0.00000
1994     12-    1982+     0.00000
1994     13     1981      0.00002
1994     14     1980      0.00047
1994     15     1979      0.00280
1994     16     1978      0.00838
1994     17     1977      0.01854
1994     18     1976      0.02961
1994     19     1975      0.04121
1994     20     1974      0.05251
1994     21     1973      0.06048
1994     22     1972      0.06930
1994     23     1971      0.07707
1994     24     1970      0.08581
1994     25     1969      0.09818
1994     26     1968      0.10943
1994     27     1967      0.11717
1994     28     1966      0.12153
1994     29     1965      0.12229
1994     30     1964      0.11732
1994     31     1963      0.10673
1994     32     1962      0.09342
1994     33     1961      0.08058
1994     34     1960      0.06828
1994     35     1959      0.05547
1994     36     1958      0.04381
1994     37     1957      0.03315
1994     38     1956      0.02421
1994     39     1955      0.01748
1994     40     1954      0.01221
1994     41     1953      0.00802
1994     42     1952      0.00477
1994     43     1951      0.00268
1994     44     1950      0.00152
1994     45     1949      0.00069
1994     46     1948      0.00027
1994     47     1947      0.00009
1994     48     1946      0.00003
1994     49     1945      0.00001
1994     50     1944      0.00001
1994     51     1943      0.00003
1994     52     1942      0.00003
1994     53     1941      0.00002
1994     54     1940      0.00001
1994     55+    1939-     0.00000
1995     12-    1983+     0.00000
1995     13     1982      0.00002
1995     14     1981      0.00044
1995     15     1980      0.00270
1995     16     1979      0.00841
1995     17     1978      0.01819
1995     18     1977      0.02900
1995     19     1976      0.04040
1995     20     1975      0.05105
1995     21     1974      0.05955
1995     22     1973      0.06789
1995     23     1972      0.07605
1995     24     1971      0.08379
1995     25     1970      0.09511
1995     26     1969      0.10547
1995     27     1968      0.11297
1995     28     1967      0.11931
1995     29     1966      0.11842
1995     30     1965      0.11468
1995     31     1964      0.10816
1995     32     1963      0.09673
1995     33     1962      0.08258
1995     34     1961      0.06832
1995     35     1960      0.05631
1995     36     1959      0.04511
1995     37     1958      0.03418
1995     38     1957      0.02515
1995     39     1956      0.01839
1995     40     1955      0.01264
1995     41     1954      0.00814
1995     42     1953      0.00501
1995     43     1952      0.00296
1995     44     1951      0.00154
1995     45     1950      0.00079
1995     46     1949      0.00035
1995     47     1948      0.00015
1995     48     1947      0.00007
1995     49     1946      0.00001
1995     50     1945      0.00000
1995     51     1944      0.00000
1995     52     1943      0.00001
1995     53     1942      0.00000
1995     54     1941      0.00000
1995     55+    1940-     0.00000
1996     12-    1984+     0.00000
1996     13     1983      0.00002
1996     14     1982      0.00042
1996     15     1981      0.00247
1996     16     1980      0.00729
1996     17     1979      0.01616
1996     18     1978      0.02651
1996     19     1977      0.03733
1996     20     1976      0.04805
1996     21     1975      0.05679
1996     22     1974      0.06459
1996     23     1973      0.07188
1996     24     1972      0.08088
1996     25     1971      0.09104
1996     26     1970      0.10185
1996     27     1969      0.11094
1996     28     1968      0.11520
1996     29     1967      0.11532
1996     30     1966      0.11232
1996     31     1965      0.10503
1996     32     1964      0.09487
1996     33     1963      0.08266
1996     34     1962      0.07017
1996     35     1961      0.05801
1996     36     1960      0.04620
1996     37     1959      0.03580
1996     38     1958      0.02684
1996     39     1957      0.01920
1996     40     1956      0.01312
1996     41     1955      0.00843
1996     42     1954      0.00528
1996     43     1953      0.00313
1996     44     1952      0.00170
1996     45     1951      0.00088
1996     46     1950      0.00036
1996     47     1949      0.00013
1996     48     1948      0.00007
1996     49     1947      0.00003
1996     50     1946      0.00001
1996     51     1945      0.00001
1996     52     1944      0.00001
1996     53     1943      0.00000
1996     54     1942      0.00000
1996     55+    1941-     0.00000
1997     12-    1985+     0.00000
1997     13     1984      0.00002
1997     14     1983      0.00040
1997     15     1982      0.00222
1997     16     1981      0.00644
1997     17     1980      0.01426
1997     18     1979      0.02392
1997     19     1978      0.03403
1997     20     1977      0.04409
1997     21     1976      0.05281
1997     22     1975      0.06058
1997     23     1974      0.06859
1997     24     1973      0.07629
1997     25     1972      0.08609
1997     26     1971      0.09646
1997     27     1970      0.10353
1997     28     1969      0.10957
1997     29     1968      0.11261
1997     30     1967      0.11012
1997     31     1966      0.10276
1997     32     1965      0.09246
1997     33     1964      0.08107
1997     34     1963      0.06883
1997     35     1962      0.05744
1997     36     1961      0.04625
1997     37     1960      0.03610
1997     38     1959      0.02650
1997     39     1958      0.01911
1997     40     1957      0.01337
1997     41     1956      0.00881
1997     42     1955      0.00546
1997     43     1954      0.00323
1997     44     1953      0.00174
1997     45     1952      0.00081
1997     46     1951      0.00039
1997     47     1950      0.00016
1997     48     1949      0.00007
1997     49     1948      0.00002
1997     50     1947      0.00001
1997     51     1946      0.00001
1997     52     1945      0.00000
1997     53     1944      0.00000
1997     54     1943      0.00000
1997     55+    1942-     0.00000
1998     12-    1986+     0.00000
1998     13     1985      0.00001
1998     14     1984      0.00034
1998     15     1983      0.00222
1998     16     1982      0.00659
1998     17     1981      0.01402
1998     18     1980      0.02312
1998     19     1979      0.03332
1998     20     1978      0.04402
1998     21     1977      0.05194
1998     22     1976      0.05941
1998     23     1975      0.06826
1998     24     1974      0.07636
1998     25     1973      0.08471
1998     26     1972      0.09375
1998     27     1971      0.10100
1998     28     1970      0.10757
1998     29     1969      0.11099
1998     30     1968      0.10927
1998     31     1967      0.10289
1998     32     1966      0.09250
1998     33     1965      0.08077
1998     34     1964      0.06983
1998     35     1963      0.05820
1998     36     1962      0.04651
1998     37     1961      0.03568
1998     38     1960      0.02705
1998     39     1959      0.02006
1998     40     1958      0.01366
1998     41     1957      0.00872
1998     42     1956      0.00549
1998     43     1955      0.00340
1998     44     1954      0.00180
1998     45     1953      0.00091
1998     46     1952      0.00039
1998     47     1951      0.00015
1998     48     1950      0.00010
1998     49     1949      0.00004
1998     50     1948      0.00002
1998     51     1947      0.00002
1998     52     1946      0.00001
1998     53     1945      0.00001
1998     54     1944      0.00000
1998     55+    1943-     0.00000
1999     12-    1987+     0.00000
1999     13     1986      0.00001
1999     14     1985      0.00031
1999     15     1984      0.00196
1999     16     1983      0.00609
1999     17     1982      0.01313
1999     18     1981      0.02154
1999     19     1980      0.03160
1999     20     1979      0.04190
1999     21     1978      0.05004
1999     22     1977      0.05741
1999     23     1976      0.06497
1999     24     1975      0.07352
1999     25     1974      0.08320
1999     26     1973      0.09214
1999     27     1972      0.10062
1999     28     1971      0.10701
1999     29     1970      0.10926
1999     30     1969      0.10775
1999     31     1968      0.10356
1999     32     1967      0.09481
1999     33     1966      0.08271
1999     34     1965      0.07057
1999     35     1964      0.05968
1999     36     1963      0.04850
1999     37     1962      0.03716
1999     38     1961      0.02752
1999     39     1960      0.01978
1999     40     1959      0.01420
1999     41     1958      0.00954
1999     42     1957      0.00569
1999     43     1956      0.00332
1999     44     1955      0.00178
1999     45     1954      0.00086
1999     46     1953      0.00040
1999     47     1952      0.00019
1999     48     1951      0.00009
1999     49     1950      0.00006
1999     50     1949      0.00004
1999     51     1948      0.00002
1999     52     1947      0.00001
1999     53     1946      0.00001
1999     54     1945      0.00000
1999     55+    1944-     0.00000
2000     12-    1988+     0.00000
2000     13     1987      0.00001
2000     14     1986      0.00027
2000     15     1985      0.00165
2000     16     1984      0.00511
2000     17     1983      0.01168
2000     18     1982      0.02006
2000     19     1981      0.02916
2000     20     1980      0.03900
2000     21     1979      0.04721
2000     22     1978      0.05441
2000     23     1977      0.06295
2000     24     1976      0.07090
2000     25     1975      0.08076
2000     26     1974      0.09059
2000     27     1973      0.09708
2000     28     1972      0.10407
2000     29     1971      0.10623
2000     30     1970      0.10450
2000     31     1969      0.10106
2000     32     1968      0.09373
2000     33     1967      0.08275
2000     34     1966      0.07063
2000     35     1965      0.05914
2000     36     1964      0.04811
2000     37     1963      0.03781
2000     38     1962      0.02868
2000     39     1961      0.02085
2000     40     1960      0.01503
2000     41     1959      0.01006
2000     42     1958      0.00601
2000     43     1957      0.00348
2000     44     1956      0.00196
2000     45     1955      0.00098
2000     46     1954      0.00043
2000     47     1953      0.00021
2000     48     1952      0.00009
2000     49     1951      0.00003
2000     50     1950      0.00002
2000     51     1949      0.00002
2000     52     1948      0.00002
2000     53     1947      0.00001
2000     54     1946      0.00000
2000     55+    1945-     0.00000
2001     12-    1989+     0.00000
2001     13     1988      0.00001
2001     14     1987      0.00020
2001     15     1986      0.00143
2001     16     1985      0.00459
2001     17     1984      0.01049
2001     18     1983      0.01875
2001     19     1982      0.02794
2001     20     1981      0.03671
2001     21     1980      0.04466
2001     22     1979      0.05249
2001     23     1978      0.05997
